SL NO.,ITEM DESCRIPTION,MODEL NO.,Pixel pitch,Size,HSN Code,Brand Name,Type,Cabinet Type,GST Percentage,REFRESH RATE,Pricing Range,category_slug
1,Unilumin Kslim 1.9,K Slim 1.9,1.9,500 mm X 1000 mm,85285900,Unilumin,Active LED Al diecast,Al diecast,28,3840,,indoor_led
2,Unilumin KSlim 2.5,KSlim 2.5,2.5,500 mm X 1000 mm,85285900,Unilumin,Active LED Al diecast,Al diecast,28,3840,,indoor_led
3,Unilumin FCQ 1.2,FCQ1.2,1.2,640 mm X 360 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
4,Unilumin FCQ 1.5,FCQ1.5,1.5,640 mm X 360 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
5,Unilumin FCQ 2.5,FCQ2.5,2.5,640 mm X 360 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
6,Unilumin ULWIII 1.8,ULWIII 1.8,1.8,600 mm X 337.5 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
7,Unilumin ULWIII 1.5,ULWIII 1.5,1.5,600 mm X 337.5 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
8,Unilumin UDA 1.8,UDA 1.8,1.8,640 mm X 480 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
9,Unilumin UDA 2.5,UDA 2.5,2.5,640 mm X 480 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
10,Unilumin UTV SC 135(1.5),UTV SC 135,1.5,3011 mm x 1813 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
11,Unilumin UTV SC 108(1.2),UTV SC 108,1.2,2411 mm x 1476 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
12,Unilumin UTV SC 165(1.8),UTV SC 165,1.8,3611 mmx 2151 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
13,Unilumin Umini 1.2,UMINI 1.2,1.2,600 mm X 337.5 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
14,Unilumin Umini 0.9,UMINI 0.9,0.9,600 mm X 337.5 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
15,Unilumin Umini 1.5,UMINI 1.5,1.5,600 mm X 337.5 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
16,Unilumin UHF 1.8,UHF 1.8,1.8,250 mm X 250 mm,85285900,Unilumin,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
17,Absen CP 1.8,CP1.8,1.8,320 mm X 480 mm,85285900,Absen,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
18,Absen CP 2.5,CP2.5,2.5,320 mm X 480 mm,85285900,Absen,Active LED Al diecast Indoor,Al diecast,28,3840,,indoor_led
19,Unilumin P2.5,Uni Fix P2.5,2.5,320 mm X 160 mm,85299090,Unilumin,Active LED Indoor with MS Cabinet,MS Cabinet,18,3840,,indoor_led
20,Unilumin P1.8,Uni Fix P1.8,1.8,320 mm X 160 mm,85299090,Unilumin,Active LED Indoor with MS Cabinet,MS Cabinet,18,3840,,indoor_led
21,Unilumin P1.5,Uni Fix P1.5,1.5,320 mm X 160 mm,85299090,Unilumin,Active LED Indoor with MS Cabinet,MS Cabinet,18,3840,,indoor_led
22,Unilumin P1.2,Uni Fix P1.2,1.2,320 mm X 160 mm,85299090,Unilumin,Active LED Indoor with MS Cabinet,MS Cabinet,18,3840,,indoor_led
23,Unilumin P0.9,Uni Fix P0.9,0.9,320 mm X 160 mm,85299090,Unilumin,Active LED Indoor with MS Cabinet,MS Cabinet,18,3840,,indoor_led
24,Unilumin P2.5 Flexible,Uni Flex P2.5,2.5,320 mm X 160 mm,85299090,Unilumin,Active LED Indoor with MS Cabinet,MS Cabinet,18,3840,,indoor_led
25,Unilumin P1.8 Flexible,Uni Flex P1.8,1.8,320 mm X 160 mm,85299090,Unilumin,Active LED Indoor with MS Cabinet,MS Cabinet,18,3840,,indoor_led
26,Unilumin P1.5 Flexible,Uni Flex P1.5,1.5,320 mm X 160 mm,85299090,Unilumin,Active LED Indoor with MS Cabinet,MS Cabinet,18,3840,,indoor_led
27,Unilumin Ufix 4,Ufix 4,4,960 mm X 960 mm,85285900,Unilumin,Active LED Al diecast Outdoor,Al diecast,28,3840,,outdoor_led
28,Unilumin UFix 6,Ufix 6,6,960 mm X 960 mm,85285900,Unilumin,Active LED Al diecast Outdoor,Al diecast,28,3840,,outdoor_led
29,Unilumin Usurface IV 4,Usurface IV 4,4,960 mm X 960 mm,85285900,Unilumin,Active LED Al diecast Outdoor,Al diecast,28,3840,,outdoor_led
30,Unilumin Usurface IV 6,Usurface IV 6,6,960 mm X 960 mm,85285900,Unilumin,Active LED Al diecast Outdoor,Al diecast,28,3840,,outdoor_led
31,Absen AS4_V2,AS4 V2,4,960 mm X 960 mm,85285900,Absen,Active LED Al diecast Outdoor,Al diecast,28,3840,,outdoor_led
32,Absen AS4_V2 Lshape,AS4 V2,4,1440 mm X 960 mm,85285900,Absen,Active LED Al diecast Outdoor,Al diecast,28,3840,,outdoor_led
33,Unilumin UDT 4 Lshape,UDT4,4,1440 mm X 960 mm,85285900,Unilumin,Active LED Al diecast Outdoor,Al diecast,28,3840,,outdoor_led
34,Curtain MESH LED,LED MESH P3.9/7.9,3.9,1000 mm X 1000 mm,85285900,LJX,Transparent Semi outdoor,Semi outdoor,18,3840,,outdoor_led
35,Nano Flex,P12,12,1000 mm X 400 mm,85285900,LJX,Transparent Semi outdoor,Semi outdoor,18,3840,,outdoor_led
36,LG 43" DISPLAYS,LG43UL3J,,43 Inch,85285900,LG,Commercial Display,,28,,,,tv_screens
37,LG 49" VIDEO WALL,49VL7D,,49 Inch,85285900,LG,Commercial Display,,28,,,,tv_screens
38,LG 50" DISPLAYS,50UL3J-B,,50 Inch,85285900,LG,Commercial Display,,28,,,,tv_screens
39,LG 50" DISPLAY,50UR801S,,50 Inch,85285900,LG,Commercial Display,,28,,,,tv_screens
40,LG 55" DISPLAY,55UR640S,,55 Inch,85285900,LG,Commercial Display,,28,,,,tv_screens
41,LG 55" DISPLAY,LG55UL3J,,55 Inch,85285900,LG,Commercial Display,,28,,,,tv_screens
42,LG 65" DISPLAY,65UL3J,,65 Inch,85285900,LG,Commercial Display,,28,,,,tv_screens
43,LG 43" Display,43UR640S9TD,,43 Inch,85285900,LG,Commercial Display,,28,,,,tv_screens
44,LG 43" Display,43UR801,,43 Inch,85285900,LG,Commercial Display,,28,,,,tv_screens
45,SAMSUNG 43" DISPLAY,43 QB43B Samsung,,43 Inch,85285900,Samsung,Commercial Display,,28,,,,tv_screens
46,SAMSUNG 50" DISPLAY,LH50QBCEB,,50 Inch,85285900,Samsung,Commercial Display,,28,,,,tv_screens
47,SONY 55" DISPLAY,FW55EZ20L,,55 Inch,85285900,SONY,Commercial Display,,28,,,,tv_screens
48,SONY 65" DISPLAY,65FWEZ20L,,65 Inch,85285900,SONY,Commercial Display,,28,,,,tv_screens
49,A FRAME STANDEE 43",BLACK,,43 Inch,732690,Radiant Synage,KIOSK,,18,,,,kiosk
50,STANDY KIOSKS 55",BLACK,,55 Inch,732690,Radiant Synage,KIOSK,,18,,,,kiosk
51,STANDY KIOSKS 50",BLACK,,50 Inch,732690,Radiant Synage,KIOSK,,18,,,,kiosk
52,STANDY KIOSKS 65",BLACK,,65 Inch,732690,Radiant Synage,KIOSK,,18,,,,kiosk
53,15" STANDEE ENCLOSURE,BLACK,,15 Inch,732690,Radiant Synage,KIOSK,,18,,,,kiosk
54,21.5" STANDEE ENCLOSURE,BLACK,,21.5 Inch,732690,Radiant Synage,KIOSK,,18,,,,kiosk
55,24" STANDEE ENCLOSURE,BLACK,,24 Inch,732690,Radiant Synage,KIOSK,,18,,,,kiosk
56,32" STANDEE ENCLOSURE,BLACK,,32 Inch,732690,Radiant Synage,KIOSK,,18,,,,kiosk
57,LED Controller Media Players,TB40,,Upto 130000 pixel,85437049,Novastar,Controllers,,18,,,,controllers
58,LED Controller Media Players,TB60,,upto 230000 pixel,85437049,Novastar,Controllers,,18,,,,controllers
59,LED Controller,X6,,Upto 130000 pixel,85437042,Novastar,Controllers,,18,,,,controllers
60,LED Controller,VX400,,Upto 260000 pixel,85437042,Novastar,Controllers,,18,,,,controllers
61,LED Controller,VX600,,Upto 390000 pixel,85437042,Novastar,Controllers,,18,,,,controllers
62,LED Controller,VX1000,,Upto 650000 pixel,85437042,Novastar,Controllers,,18,,,,controllers
63,LED Controller,4K prime,,"Upto 10,400,000 pixel",85437042,Novastar,Controllers,,18,,,,controllers
